,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket,proj_max_file_depth,lang
44030,head-first-csharp_fourth-edition,aba5055b82879409e7bc926a9bcc75bf583acbf6,1608039215,"Added Unity Lab 7
",6bb3eaa181bb91af9e6991b85bc298b12634f1df,1355,0,0,0,1355,"5,13,22,103,547,77,91,143,596,448,107,1",12,2153,2.0,11,11,C#
44096,abdullahselek_asmaplauncher,10e7d7063b4bd61178d6068e0b7eb97c3801c321,1594929319,"Swift 5 compatibility
",b67203b8484e7fbf63965cac3edc5af4c7ccf9fc,11,0,6,1,18,"11,10,11,44,33,58,0,6,2,2,1",11,178,2.0,11,10,Swift
44102,datajar_notifier,744f146c7e3d9832e7d676ec184073062638e205,1594125320,"packages stuff
",5b6ecdc3cc66fc2a44e965e6c5f1488fbe7bc817,125,0,0,0,125,"3,2,13,9,41,24,1,4,48,46,2",11,193,5.0,11,10,Swift
44286,alshevelev_wizardcamera,7f73b40b8b5e35b24e26f84ecbc066e23865e8ea,1650741357,"DI has been moved form Dagger to Koin
",6b909113559999415f667e2de0530f4ea4ce6456,15,4,87,0,106,"9,46,14,14,9,129,1,49,3,29,41,61,46,80,14,5,5",17,555,2.0,11,16,Kotlin
44341,robdel12_dropkick,2ab7bffb612eba6ec907568d97222acc1b7073e0,1399940507,"Merge pull request #201 from Robdel12/version-1.5

Merging Version 1.5","98d7f1096b7cbf4c21089b370ae3652316574270,e9985f59a06515d6022e6a62aa9e56fb9131ff86",2888,0,0,0,2888,"12,6,39,27,160,327,470,375,625,205,398,70,120,34,23,8,1",17,2900,15.0,11,16,JavaScript
44373,spring-media_piedpiper,71030f552d1d5edb360d81383af1cb290abf8db0,1463303335,"Moved PiedPiper to its own repo
",0bb4c8d5fa452cddd3b05a9d4426d4da30d8dfe2,459,0,0,0,459,"10,46,6,22,10,84,149,23,100,11",10,461,9.0,11,9,Swift
44733,davidmerfield_blot,c78d3052fc93d535addf516fe093785e974c067f,1522795518,"Added nodegit module
",b5fac2724564d315065f6f8a6b6ccc641b430dd2,68434,0,0,0,68434,"4,16,312,693,592,311,983,1484,2885,3239,4380,2592,6444,9605,12263,17947,8256,2783,385,420,11,97,1,24,2,8,1,4,1",29,75743,9.0,11,28,JavaScript
45699,rlidwka_sinopia,4592ec3657828da43edde6da7efe5cd8de327f6d,1416874086,"bundle all the deps
",cf71b9dc9ee38793363408b80233e71500ad3f35,1645,0,0,1,1646,"11,23,245,267,578,230,265,100,117,23,3",11,1862,5.0,11,10,JavaScript
45834,umlet_umlet,c3a1ff23f8a9b04c4090bbba55e88235159dee12,1364637968,introduced new subpackage for gwt classes (com.baselet.client -> com.baselet.gwt.client),f578b3ac8b111e1d75c4e0a3f5ee09d51c3795eb,0,0,63,0,63,"0,17,63,7,10,93,180,31,15,5,15,5,6",13,447,1.0,11,12,JavaScript
45930,umlet_umlet,58eb1b563db6abeec0123b2cb2f74bdcfd318173,1393667549,converted to maven project,893200bd4d4c78d5a945ee0b06bf3edb468ff094,2,2,107,0,111,"0,14,82,1,2,78,150,45,32,24,25,19,4",13,476,2.0,11,12,JavaScript
63,moonsharp-devs_moonsharp,c0f3898d5259e1e4e0f6568785b0169a085fe50c,1417025263,"Unity tests, Unity fixes
",8215b1afaf0ceabc17382fb8acc131b84de77835,105,0,0,0,105,"4,3,46,211,137,51,31,39,2,9,1",11,534,4.0,12,10,C#
129,moonsharp-devs_moonsharp,45ca7a3b60452cce900060ecae05fa9e12fc08fe,1475835217,"Merge branch 'feature/vscode_debug'
","22972f117f0dc795ee79efa71a274e788283a655,50facb483cf16edf64187d3e262b29dd61cd5a2e",324,0,0,0,324,"6,7,58,350,296,368,68,93,116,110,24",11,1496,1.0,12,10,C#
190,yuyakaido_gaia-legacy,f6385f608aebe4731b4207f5ca7e99219ab31c3f,1557435622,"Add bar-ui module
",c9113953dd59f0993f8c1915972f13274c138a2a,6,0,16,0,22,"8,4,4,11,0,19,0,3,1,20,0,0,11,6",14,87,1.0,12,13,Kotlin
334,yuyakaido_gaia-legacy,aedc65237ce79cca4a24fa61a52fec1242bc6a09,1580712334,"Tidy up infrastructure module
",c0247404bab0fd4f6f6977acdc1f03489c298621,0,0,16,0,16,"7,5,25,1,10,21,33,0,7,0,10,34,28,16",14,197,1.0,12,13,Kotlin
417,rottytooth_folders,f8b4a79c7503b38a17815331b4fa19c841a0f83f,1590441496,"Added 99 Bottles of Beer program
",781d58ebe1254317eebe58d739c1163a8bd78230,3186,0,5,0,3191,"3,25,4,0,1,26,46,31,1258,964,566,442",12,3366,2.0,12,11,C#
436,spacepandas_cineaste-ios,ddde22db485a4f6fe770e5bf32fd564b01fe31e1,1510001184,"Add SwiftLint
",a1a1174cd3d6e2634b6d4e9fbe11d81a013b9373,71,0,0,0,71,"6,7,10,31,2,1,9,12,6,6,6",11,96,6.0,12,10,Swift
571,frostsnap_frostsnap,e6510a04bb484fb89469685be74cb3706ccd38ef,1695337748,"Add Frostsnap app aka Frostsnapp (#80)

* [coord] s/unique_id/id/g

* Make OpenError Display rather than std::error::Error

Forcing it to be std::error::Error is not idiomatic apparently. I only
need it to be `Display` really.

* Prepare for frostsnap app

- Rearranged serial interfaces to that they were as simple as possible
while being flexible enough for what we needed on android side.
- Made poll_ports return a kind of changeset which makes notifying UI of
changes easier and actually makes the cli workflow more robust as well.
- We strictly set the interface to UART mode first so we don't have the
JTAG interface appear to the OS until it's its turn.

* Add ""frostsnapp"" flutter app

works on linux and android. Might work on windows and MacOS took.
It only allows you to register devices (give them names).

* Set frostypede ports to start in uart

* Upgrade flutter_rust_bridge version to 1.81.0

* Update instructions with Nick's feedback

* Slow down magic bytes on coordinator

To the same speed that the devices write downstream.
Also do some refactoring of the app.

* [ci] Futher simplify CI

We need libudev even to do clippy

* [ci] Use justfile

And fix all the clippy problems this found.

* [ci] Try building app in ci

* Improve README with all the things I learned

* NDK install steps in README

* Remove license and add to readme

* [ci] run apt-get update

* fix flutter_rust_bridge dart dep

---------

Co-authored-by: Adam Mashrique <amashrique@gmail.com>
Co-authored-by: Nick Farrow <nick@nickfarrow.com>",c937324930f5a7db18dff67dc0252da233b27d07,154,1,0,0,155,"6,24,62,56,13,37,0,10,0,1",10,209,6.0,12,9,Rust
597,zenml-io_zenml,6da007608bfd17391259451c29ba22875bb93810,1609846405,"Added jupyter-book docs
",66599df8b9ebff405b9fbeef207dc0e5696cb4c2,115,0,0,0,115,"15,6,50,40,69,54,9,0,5,40",10,288,3.0,12,9,Python
2018,esotericsoftware_spine-runtimes,27f758458b38f6b4aaf8562ceea9bfdf05c2801b,1678970479,"Merge branch '4.1' of https://github.com/esotericsoftware/spine-runtimes into 4.1
","6e1eda32298869422b260e9df8bc3cb844aa0262,7a5c6995effdeaf6c4846884aae0d7fe37982f9f",186,0,0,0,186,"7,73,373,996,1359,539,440,418,50,0,2",11,4257,2.0,12,10,C#
4991,datafuselabs_databend,e5d23f11eb3d255a10c0f2850116724349576820,1699454764,"chore: merge arrow2 and strawboat into databend (#13624)

* chore: merge arrow2 and strawboat

* fix typos

* add headers

* fix

* fix

* add tests

* fmt tests

* fix tests

* fix tests

* fix

* fix

* native log to debug

* fix

* fix

* fix

---------

Co-authored-by: sundyli <543950155@qq.com>",c123093a8dd577e35db36d1580286b98b931acdb,477,0,0,0,477,"15,19,140,246,671,1276,795,598,349,100,22",11,4231,1.0,12,10,Rust
5236,qovery_engine,eff7cf067502257b2e9022f0b2205d939c0f8b56,1655512885,"bump 06/18/22 00:41:25
",969069c300940764c0c146b0556d5bf5925170fd,1486,0,0,0,1486,"8,21,83,88,168,318,466,118,191,26",10,1487,9.0,12,9,Rust
5360,crocodic-studio_crudbooster,6823b3f11977b1bead8a970cfab6d183d6fe5a95,1469637669,"add vendor
",19eb94b70c97142e29cec99b62aafc7e0742cb85,7546,0,0,0,7546,"12,38,157,541,938,1471,1680,2402,1467,388,93,3,1",13,9191,4.0,12,12,JavaScript
5362,crocodic-studio_crudbooster,870e549317c96c5babbcffced70d1bd045aa5605,1469638435,"modify database

remove unused data
",6823b3f11977b1bead8a970cfab6d183d6fe5a95,1,2,0,0,3,"12,39,155,541,938,1471,1680,2402,1467,388,93,3,1",13,9190,4.0,12,12,JavaScript
5639,octobercms_library,4405f43ab620031cbc5f88ad8145e0c812cdb41b,1618273338,"Prep for next release
",b829a87eafa63f9cf00f4a5a336508d120a99a71,76,75,2,3,156,"6,56,153,194,64,0,5,1,0,0,0,1,1",13,481,6.0,12,12,PHP
5732,moritzsternemann_swipycell,2f572ea8e06111aaa152acfbedf1316f8bd14d77,1492432650,"Added SwipyCell Playground Book
",319a080d48b7bfe366d2f9047e1b023081f66304,34,0,0,0,34,"6,12,5,6,18,1,4,8,3,8",10,71,5.0,12,9,Swift
5754,ethnical_swek3,f46546ccf96107a5973beaefc2c264b9a47b9793,1677175294,"Add privatekey to address thanks to @nodauf
",79562a0f5cd4e066dc1556c5343f7d8aa03ff74b,14,1,0,0,15,"4,26,55,83,200,43,3,12,1",9,427,1.0,12,8,Rust
5859,splendo_kaluga,0752e5b5956d12d887e6d37966cd21a4ad1d0645,1634024127,"Merge pull request #379 from splendo/feature/369-compose-navigation

Compose navigation","e665cf9951fff8e0d6ad3948d42712bf76e9cab8,3cfb8158e1d1937670f132a256d3421b147adfe1",24,1,2,0,27,"13,68,37,69,324,250,89,30,13,29,35,1,5,5,4",15,972,3.0,12,14,Kotlin
5956,azure_azure-saas,2139904db15992e5257f84021453dfd9de3eae54,1647369398,"Import hugo to main repo (#101)

* initial check-in for Hugo and Docsy Theme

* ci: add Azure Static Web Apps workflow file
on-behalf-of: @Azure opensource@microsoft.com

* fixing workflow adding submodule folder.

* fixing output_location

* adding app_build_command

* Adding overview pages from Jason.

Co-authored-by: LaBrina Loving <labrina.loving@gmail.com>",2a3b8ca59b7c9c858b5460bd3804276df6268984,7440,0,0,0,7440,"8,2,26,66,97,85,181,129,314,1774,3357,105,1687,53,55",15,7939,6.0,12,14,C#
7557,alkacon_opencms-core,dac1952ed5a372831dce46dd2bfc7baedefaa966,1143471186,"Merged branch ""dev_6_0_1"" to HEAD
",51f0492941b513ef4e0b107103bd3de80ff7c49c,1249,53,27,6,1335,"4,8,59,111,1101,683,1034,650,161,235,285,202,414,30,54,26",16,5057,1.0,12,15,Java
10097,rickstrahl_westwind.globalization,15ccf5e0ddbf8ce853e2b110e4d2bad4c9cb2849,1511305783,"Sample project cleanup
* remove direct access to bower_components (issues with ASP.NET not copying!)
* Remove old Nuget Targets
* Remove MySql default install - problems running on Mac due to Symlinks
",53967861874215b40cb43f61bada6dc89d385b25,0,35,49,0,84,"6,8,5,89,140,85,105,34,34,9,14",11,529,1.0,12,10,C#
10102,rickstrahl_westwind.globalization,c833494f5b6cefd6066ee48319a14771b8bdbe69,1511402034,"Update projects and downloadable resources
",ae06101cc1c7e4e6e78bb80308f3cb59eb469860,1,0,0,0,1,"6,9,5,89,140,85,105,34,34,9,14",11,530,1.0,12,10,C#
10156,sofastack_sofa-ark,4be46e3fd8c1f2df9e72280c7f32ae12eb327a1f,1548320084,"Support Plugin SPI (#187)

",30537458aaf756257976011df5dec3c4a99367fa,23,0,0,0,23,"13,8,12,13,0,3,18,2,3,3,4,46,130,73,5,6",16,339,2.0,12,15,Java
10251,kristophergbaker_maaku,353525d73c466083ac50b4d0fdffc8fa5765e081,1514434904,"Add SwiftLint, fix SwiftLint violations.
",afbefbd0bdbc0d6a2afacb336887b2be79197e9a,46,0,0,0,46,"11,6,11,156,122,88,9,21,10,6,6",11,446,2.0,12,10,Swift
10281,nats-io_prometheus-nats-exporter,57a6e6357a713b0e9558a381994d8766f0c89d60,1553273322,"Merge pull request #61 from nats-io/streaming

Support for Streaming server metrics","4d48234639731eb907cefa1ef7ab5304f1775dfa,109de0f65262d0c1f24d240d558010fdb574da09",1341,0,1,0,1342,"9,15,7,3,128,550,62,42,89,454,69,27,4,27,13,12",16,1511,4.0,12,15,Go
10930,egametang_et,cb9c557edb3e2208963c17e70ed7e776ae425bd3,1539597526,"服务端recast寻路，带一个状态同步的demo
",6a5bd3db94b846f75c2d96f4447cfd6cd6d81837,1908,27,180,3,2118,"15,32,69,101,782,733,1168,928,213,64,18",11,4123,1.0,12,10,C#
11231,egametang_et,0f42d6c7f010b19c8492165fed2838ee63986b3c,1662641865,"1.网络改成独立一个线程，序列化反序列化在网络线程处理
2.内网消息只支持protobuf，因为网络变成多线程，如果网络消息引用Entity，比如Item，在网络线序列化的时候，主线程可以正在修改，会导致线程竞争
3.内网消息如果要发送Entity则必须以bytes传递
4.RandomGenerator支持多线程
5.NetKcpComponent拆分成NetClientComponent跟NetServerComponent
6.加入Benchmark，在Unity菜单ET/ServerTools 选择Benchmark 点击StartWatch启动
",93c4823ed41f1db5fb605373c09f528cfee6101a,55,4,97,2,158,"8,43,89,113,151,301,414,162,499,79,30",11,1889,1.0,12,10,C#
11444,fenwii_openharmony,282e6715b7f6da6db5b5c0c1db36382323e23bdb,1600252308,"Openharmony v1.0

Openharmony v1.0 src
",ab7d07da0f3f2eea99f5ee2576df10b747000176,53297,0,0,0,53297,"3,1,11,862,4121,11088,6017,7743,9799,8552,1958,1887,257,173,138,384,306",17,53300,16.0,12,16,C_C++
11467,randoop_randoop,c7bc871c9b130bffe7b3f79483db683dd11d6215,1266039284,"Add systemtests/src directory needed for 'make all', using files from Carlos's Mac
",528413c3f08afb6fc3d58bbc52ed82f76f3c023f,6215,0,0,0,6215,"37,52,283,333,315,840,390,1257,681,742,832,503,145,471,38,5",16,6924,5.0,12,15,Java
11953,spectolabs_hoverfly,1e0b67df2c3f16d3fbac0aa9904f5e14fca1f058,1472054853,"Merge pull request #250 from SpectoLabs/glide

Fixing up warnings that glide prints during build","0e266fa3defa0304e8afa23060425e49c6136f2b,d4cc3346bc2bcb60d716529a5aab9a5c8811ab3f",3286,0,0,0,3286,"8,46,47,34,79,976,1468,997,452,267,891,1908,1737,956,522,231,56,2",18,10677,1.0,12,17,Go
12319,woa-project_woa-deployer-rpi,98e9950b9f40ab922e15c5286b2ffa9de9d8ea8d,1550071556,"Poquito a poquito
",978a8d4406bfc80bb2c914ff83d5b8dfe54d46fd,9,4,2,0,15,"4,7,127,167,69,5,0,0,0,2,7",11,388,5.0,12,10,C#
12679,swinject_swinjectautoregistration,2cbec03c9ea88c465257963a957ed6b4ce05f156,1487480783,"Merge pull request #11 from Swinject/release2.0

Release 2.0","44489c78c681f88d9f975cf0b4e4ebb8f40c004c,ccc65debcef37d298d7d7cb1c92e840bd8d33038",117,16,15,9,157,"11,13,4,52,84,165,282,92,230,151,54,114,15,4",14,1271,1.0,12,13,Swift
12799,microsoft_thrifty,1af9585261f767a1548f9c02c2f4b971ae78e2d1,1663880579,"Add new configuration for TypeProcessors in thrifty-gradle-plugin (#494)

",cf1ce63586068ea507a0832c96c344bf1c2ee84a,7,0,0,0,7,"12,35,3,0,2,12,15,10,109,62,10,3,11,1",14,285,1.0,12,13,Kotlin
12881,mslalith_focus_launcher,eccd6174139647b41f01e982d85aa9f191d98302,1678020603,"test: Add compose tests for Clock24 module (#96)

* chore: move api implementations to impl package

* chore: move constants to imports

* test: add AppDrawerSettingsRepoImplTest

* test: create DataStoreTestHelpers

* test: add ClockSettingsRepoImplTest

* test: add QuotesSettingsRepoImplTest

* test: add GeneralSettingsRepoImplTest

* test: move DataStoreTestHelpers to root test package

* test: add LunarPhaseSettingsRepoImplTest

* test: add ThemeRepoImplTest

* test: introduce SystemUnderTest and refactor DataStoreTest

* test: add hilt testing

* test: add TestComponents & refactor to RepoTest

* test: rename to mappers

* test: add HiddenAppsRepoImplTest

* test: add FavoritesRepoImplTest

* test: add ClockRepoImplTest

* test: add AppDrawerRepoImplTest

* fix: use instant time for sun & moon times calculation

* test: add LunarPhaseDetailsRepoImplTest

* test: add PlacesRepoImplTest & helpers

* test: move verifyChange to SettingsRepoHelpers.kt

* test: add QuotesRepoImplTest and helpers

* test: use TimeZone from instant & fix tests

* build: use UTC time zone for GitHub workflow build

* build: revert build.yml

* test: ignore LunarPhaseDetailsRepoImplTest

* test: add test tags to clock24

* test: add Hilt Testing deps

* test: use hilt for ClockRepoImplTest

* test: use hilt for AppDrawerRepoImplTest

* test: use hilt for FavoritesRepoImplTest

* test: use hilt for HiddenAppsRepoImplTest

* test: move fakes to main source set

* test: use hilt for PlacesRepoImplTest

* test: move hilt testing dep to AndroidHiltConventionPlugin

* test: introduce RandomNumber

* test: move TestAppCoroutineDispatcher to :core:common

* test: move RandomNumberImpl to impl package

* test: use hilt for QuotesRepoTest

* test: rename repo tests to not use impl

* test: use hilt for ThemeRepoTest

* test: use abstractions for tests

* test: use hilt for LunarPhaseDetailsRepoTest

* test: move repo tests out of impl package

* test: import assertThat from Truth

* test: use hilt for AppDrawerSettingsRepoTest

* test: use hilt for ClockSettingsRepoTest

* test: use hilt for GeneralSettingsRepoTest

* test: use hilt for LunarPhaseSettingsRepoTest

* test: use hilt for QuotesSettingsRepoTest

* test: move settings repo tests out of impl package

* test: remove unused files

* test: use CoroutineDispatcher instead of CoroutineContext in AppCoroutineDispatcher

* test: fix LunarPhaseDetailsRepoTest

* test: ignore LunarPhaseDetailsRepoTest

* test: revert AppCoroutineDispatcher to depend on CoroutineContext

* test: add basic tests for Clock24ViewModelTest

* test: introduce ClockProvider & update test cases

* test: ignore update time test in Clock24ViewModelTest

* test: fix ClockRepoTest

* test: fix Clock24ViewModelTest

* test: fix LunarPhaseDetailsRepoTest

* build: add build cache support between builds

* test: add basic tests for ClockWidgetKtTest

* feat: add :core:testing-compose module

* test: add compose tests for clock24 alignment

* test: close db after the test

* test: add test for CurrentTime composable

* chore: refactor Clock24

* test: inject & use TestRandomNumber in QuotesRepoTest

* chore: move random inside provider package

* chore: rename RandomNumber to RandomNumberProvider",64dd17dbf4bc4a44c27f2e68dcf6cf46b9cbcafa,11,1,2,0,14,"11,11,33,4,3,27,14,2,5,10,56,120,51,18,1",15,366,1.0,12,14,Kotlin
13017,kubernetes-sigs_descheduler,d3c2f256852874fdca4682c3c94bc30624979036,1515520842,"Merge pull request #73 from aveshagarwal/master-rebase-kube-1-9

Rebase to kube 1 9","7df543d137f7d7aa4b0b36ac6f11391beda21135,e858c9ee80fa64fbea080f724589c02d5edc158d",5843,2781,709,47,9380,"9,8,11,117,829,3092,5182,3377,1892,1282,1220,849,485,68,94,70,5,4",18,18594,2.0,12,17,Go
13145,pixelvision8_pixelvision8,011195514a6ff670621ccbf32a894de1998be065,1636664059,"This represents the first pass at a proper Pixel Vision 8 v2. Moving all of the past code into master with the following change history: Cleaning up build scripts, added dotnet template, and fixed boot up. Organizing code, cleaning up all tasks, and fixing display resize flicker on startup. Cleaning up classes, runners, and adding better support for VS Code targets. Adding support for new TimerChip. Cleaning up TextEditor mouse and input logic. Broke out MonoVision and cleaned up Draw Text. Cleaning up font parser and logic to use fonts for UI components. Finally, including docs to automatically be pushed to GitHub wiki on commit.
",47f38a0ce82bb0bc42677a1a07409878943249d6,700,807,57,2,1566,"6,91,225,156,133,25,11,8,119,104,27",11,905,4.0,12,10,C#
13177,imsnif_synp,c84fb2c1a4d8e84babdc4111fd9f30c610bde56e,1597828394,"feat(ecosystem): handle yarn workspaces and integrity fields (#45)

* chore: adapt project layout for npm lockfileV2

* chore: add convertYarnToNpmV2 draft impl

* chore: patch npm entry resolver

* refactor: patch npm tree builder instead of entry resolver

* feat: provide integrity field support

* test: add static test fixtures for workspaces

* style: linting

* fix: let workspace pkg dir be different from pkg name

* style: linting

* chore(package): up deps

* refactor: path resolve tweak ups, integrity flow improvements

* fix: fix lockfileV2 required deps mapping

* feat: add dev field to package-lock

* style(format): remove comment

Co-authored-by: Aram Drevekenin <aram@poor.dev>",5ae522c2290c310275030d3a3bbb901dc999b07c,25,0,3,0,28,"11,13,6,51,5,851,16,248,8,50,0,16,0,0,2",15,1277,3.0,12,14,JavaScript
13320,sulu_sulu,fc6778acc5af9ac4e2ea7fdb274ea5508c15b993,1426508663,"Merge pull request #918 from sulu-cmf/feature/husky-ckeditor-update

Add option for iframe and script tags to be enabled, ckeditor update","9a67de704302eb07552b945c2ae13cb7327ce0b3,579b19104b7be14c20f3b56e80ea91765d83e149",2382,36,15,2,2435,"10,6,3,1,256,573,322,324,267,122,768,68,94,88,2034,186,50",17,5172,1.0,12,16,PHP
14366,getsentry_symbolic,ad52f5ec77dcbe5f4ec3b0be48489ab6e5e494e0,1507552133,"test(py): Added symsynd ported tests (one failing)
",389a9fe27ccdd33f6ec768c1a78d5e0a95f8916a,232,0,0,0,232,"8,18,47,2,1,10,24,128,2,36,28,36",12,340,5.0,12,11,Rust
14578,soundrabbit_kagura,78c1603f2030fe55e5ad0f3bcb6d507591fe9d14,1650330061,"bugfix: capture msg
",d4d427557ad208f75067b2225b23630bbb82df57,645,0,0,0,645,"2,17,58,60,7,1,135,467,26,0,1",11,774,6.0,12,10,Rust
14590,d4rken-org_octi,e7e2bfd8d7c7129a3909f6a42e214d643258f50a,1663368533,"Refactoring, little bit of UI, add worker for background refreshes.
",3220dbeb900e85a92a08428add6855d844f328aa,12,0,0,0,12,"9,8,8,2,3,63,10,4,11,84,36,30,4,1",14,273,1.0,12,13,Kotlin
14666,toorop_tmail,5d6d9b65f3c0c5034031cfe3ab64fc2b46b190dc,1385559125,"Restuct

Signed-off-by: Stéphane Depierrepont (Toorop) <toorop@toorop.fr>
",d2a55e650bb647b191c38b1b6161ba1f125427d4,798,2,428,0,1228,"1,0,5,22,37,35,124,73,86,146,582,108,3,0,2,1,1,1",18,1227,6.0,12,17,Go
14841,apostrophecms_apostrophe,802ff672a7fb81f09c706ef160e6743a17ab959c,1472943806,"Merge branch 'unstable'
","72ced31adf4122234450aa61aaa44925c582eb74,9ac33ae361085191bd1f0f7e4e0061e1d799a5c8",747,391,57,0,1195,"7,28,4,55,179,130,79,37,90,40,42,117,3",13,811,6.0,12,12,JavaScript
